"subID","group","session","category","wordcode","language","stimulus","meaning","value","response","grade"
"EB11","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB19","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"SC11","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"SC22","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC03","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB04","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB20","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC19","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB03","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB02","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC16","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC14","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB09","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB23","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB05","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB13","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC08","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB16","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC04","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB06","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC02","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB08","EB","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC20","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB14","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"EB18","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC06","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"SC23","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC05","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"SC18","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"SC13","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC09","SC","matlab",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB17","EB","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","bright",1
"SC17","SC","gorilla",2,"tamf1nu34","tamil","oli vichukira","bright","good","dark",0
"EB10","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC01","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC10","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC21","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB12","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB21","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB15","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB01","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC12","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB07","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB22","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC15","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC07","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB11","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB19","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC11","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC22","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC03","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB04","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"EB20","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC19","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB03","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"EB02","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC16","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC14","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB09","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB23","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB05","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB13","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC08","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB16","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC04","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB06","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC02","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"EB08","EB","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC20","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB14","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB18","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC06","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC23","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","bright",0
"SC05","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC18","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC13","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC09","SC","matlab",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB17","EB","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"SC17","SC","gorilla",2,"turm1nu34","turkish","koyu","dark","good","dark",1
"EB10","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC01","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC10","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC21","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB12","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB21","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB15","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB01","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC12","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB07","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB22","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC15","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC07","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB11","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB19","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC11","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC22","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC03","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB04","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB20","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC19","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB03","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB02","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC16","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC14","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB09","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB23","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB05","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB13","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC08","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB16","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC04","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB06","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC02","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB08","EB","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC20","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB14","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"EB18","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC06","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC23","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC05","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC18","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC13","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"SC09","SC","matlab",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB17","EB","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","bright",0
"SC17","SC","gorilla",2,"turm1nu37","turkish","bulanik","dark","good","dark",1
"EB10","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC01","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"SC10","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"SC21","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"EB12","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB21","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB15","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB01","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC12","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB07","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB22","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC15","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC07","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB11","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB19","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"SC11","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"SC22","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC03","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB04","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"EB20","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC19","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB03","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB02","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC16","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC14","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB09","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB23","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB05","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"EB13","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC08","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB16","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC04","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB06","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC02","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"EB08","EB","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC20","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB14","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"EB18","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC06","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","bright",0
"SC23","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC05","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC18","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC13","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC09","SC","matlab",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB17","EB","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"SC17","SC","gorilla",2,"turm1nu38","turkish","donuk","dark","good","dark",1
"EB10","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC01","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC10","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC21","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB12","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB21","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB15","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB01","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC12","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB07","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB22","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC15","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC07","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB11","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB19","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC11","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC22","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC03","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB04","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB20","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC19","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB03","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB02","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC16","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC14","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB09","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB23","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB05","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB13","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC08","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB16","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC04","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB06","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC02","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB08","EB","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC20","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB14","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB18","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"SC06","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC23","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC05","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC18","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC13","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC09","SC","matlab",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"EB17","EB","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","bright",1
"SC17","SC","gorilla",2,"turm1nu41","turkish","siyah","dark","goodop","dark",0
"EB10","EB","matlab",2,"turm1nu43","turkish","parlak","bright","goodop","dark",1
"SC01","SC","matlab",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"SC10","SC","matlab",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"SC21","SC","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"EB12","EB","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","dark",1
"EB21","EB","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"EB15","EB","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"EB01","EB","matlab",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"SC12","SC","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","dark",1
"EB07","EB","matlab",2,"turm1nu43","turkish","parlak","bright","goodop","bright",0
"EB22","EB","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","dark",1
"SC15","SC","gorilla",2,"turm1nu43","turkish","parlak","bright","goodop","dark",1
"SC07","SC","matlab",2,"turm1nu43","turkish","parlak","bright","goodop","dark",1
